"Event Postcode","BoM station ID","WMO","Name","Latitude","Longitude"
"3816",86266,94872,"FERNY CREEK",-37.8748,145.3496
"3818",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3820",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3821",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3822",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3823",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3824",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3825",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3831",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3832",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3833",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3835",85099,94886,"POUND CREEK",-38.6297,145.8107
"3840",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3842",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3844",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3847",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3850",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3851",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3852",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3854",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3856",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
"3857",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3858",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3859",85296,95913,"MOUNT MOORNAPA",-37.7481,147.1428
"3860",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3862",85072,94907,"EAST SALE AIRPORT",-38.1156,147.1322
"3864",85296,95913,"MOUNT MOORNAPA",-37.7481,147.1428
"3865",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3869",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3870",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3871",85099,94886,"POUND CREEK",-38.6297,145.8107
"3873",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3874",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3875",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3878",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3880",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3882",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3885",84144,94930,"MOUNT NOWA NOWA",-37.6924,148.0908
"3886",84145,95918,"ORBOST",-37.6922,148.4667
"3887",84144,94930,"MOUNT NOWA NOWA",-37.6924,148.0908
"3888",84145,95918,"ORBOST",-37.6922,148.4667
"3889",84145,95918,"ORBOST",-37.6922,148.4667
"3890",84143,94914,"COMBIENBAR AWS",-37.3417,149.0228
"3891",84084,94935,"MALLACOOTA",-37.5976,149.7289
"3892",84084,94935,"MALLACOOTA",-37.5976,149.7289
"3893",84144,94930,"MOUNT NOWA NOWA",-37.6924,148.0908
"3895",83090,94908,"OMEO",-37.1017,147.6008
"3896",83090,94908,"OMEO",-37.1017,147.6008
"3898",83090,94908,"OMEO",-37.1017,147.6008
"3900",83090,94908,"OMEO",-37.1017,147.6008
"3902",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3903",84144,94930,"MOUNT NOWA NOWA",-37.6924,148.0908
"3904",85279,94912,"BAIRNSDALE AIRPORT",-37.8817,147.5669
"3909",84144,94930,"MOUNT NOWA NOWA",-37.6924,148.0908
"3910",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3911",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3912",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3913",86361,94898,"CERBERUS",-38.3646,145.1785
"3915",86361,94898,"CERBERUS",-38.3646,145.1785
"3916",86361,94898,"CERBERUS",-38.3646,145.1785
"3918",86361,94898,"CERBERUS",-38.3646,145.1785
"3919",86361,94898,"CERBERUS",-38.3646,145.1785
"3920",86361,94898,"CERBERUS",-38.3646,145.1785
"3921",86373,94892,"RHYLL",-38.4612,145.3101
"3922",86373,94892,"RHYLL",-38.4612,145.3101
"3923",86373,94892,"RHYLL",-38.4612,145.3101
"3925",86373,94892,"RHYLL",-38.4612,145.3101
"3926",86361,94898,"CERBERUS",-38.3646,145.1785
"3927",86361,94898,"CERBERUS",-38.3646,145.1785
"3928",86361,94898,"CERBERUS",-38.3646,145.1785
"3929",86361,94898,"CERBERUS",-38.3646,145.1785
"3930",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3931",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3933",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3934",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3936",86361,94898,"CERBERUS",-38.3646,145.1785
"3937",86361,94898,"CERBERUS",-38.3646,145.1785
"3938",86361,94898,"CERBERUS",-38.3646,145.1785
"3939",86361,94898,"CERBERUS",-38.3646,145.1785
"3940",86361,94898,"CERBERUS",-38.3646,145.1785
"3941",86361,94898,"CERBERUS",-38.3646,145.1785
"3942",86361,94898,"CERBERUS",-38.3646,145.1785
"3943",86361,94898,"CERBERUS",-38.3646,145.1785
"3944",87113,94854,"AVALON AIRPORT",-38.0287,144.4783
"3945",85099,94886,"POUND CREEK",-38.6297,145.8107
"3946",85099,94886,"POUND CREEK",-38.6297,145.8107
"3950",85099,94886,"POUND CREEK",-38.6297,145.8107
"3951",85099,94886,"POUND CREEK",-38.6297,145.8107
"3953",85099,94886,"POUND CREEK",-38.6297,145.8107
"3954",85099,94886,"POUND CREEK",-38.6297,145.8107
"3956",85099,94886,"POUND CREEK",-38.6297,145.8107
"3957",85099,94886,"POUND CREEK",-38.6297,145.8107
"3958",85099,94886,"POUND CREEK",-38.6297,145.8107
"3959",85099,94886,"POUND CREEK",-38.6297,145.8107
"3960",85099,94886,"POUND CREEK",-38.6297,145.8107
"3962",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3963",85099,94886,"POUND CREEK",-38.6297,145.8107
"3964",85099,94886,"POUND CREEK",-38.6297,145.8107
"3965",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3966",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3967",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3971",85151,95890,"YARRAM AIRPORT",-38.5647,146.7479
"3975",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3976",86077,94870,"MOORABBIN AIRPORT",-37.98,145.0962
"3977",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3978",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3979",86373,94892,"RHYLL",-38.4612,145.3101
"3980",86371,94871,"FRANKSTON AWS",-38.1481,145.1156
"3981",86361,94898,"CERBERUS",-38.3646,145.1785
"3984",86373,94892,"RHYLL",-38.4612,145.3101
"3987",86373,94892,"RHYLL",-38.4612,145.3101
"3988",85099,94886,"POUND CREEK",-38.6297,145.8107
"3990",86373,94892,"RHYLL",-38.4612,145.3101
"3991",86373,94892,"RHYLL",-38.4612,145.3101
"3992",86373,94892,"RHYLL",-38.4612,145.3101
"3995",85099,94886,"POUND CREEK",-38.6297,145.8107
"3996",85099,94886,"POUND CREEK",-38.6297,145.8107
"5262",79099,95832,"EDENHOPE AIRPORT",-37.0222,141.2657
"5269",78015,94827,"NHILL AERODROME",-36.3092,141.6486
"5271",79099,95832,"EDENHOPE AIRPORT",-37.0222,141.2657
"5277",90182,95825,"CASTERTON",-37.583,141.3339
"5290",90194,95822,"DARTMOOR",-37.9222,141.2614
"5291",90194,95822,"DARTMOOR",-37.9222,141.2614
"5304",78015,94827,"NHILL AERODROME",-36.3092,141.6486
"5333",76031,94693,"MILDURA AIRPORT",-34.2358,142.0867
"5343",76031,94693,"MILDURA AIRPORT",-34.2358,142.0867
"5721",79099,95832,"EDENHOPE AIRPORT",-37.0222,141.2657
"6431",76031,94693,"MILDURA AIRPORT",-34.2358,142.0867
"7310",85291,95901,"MOUNT BAW BAW",-37.8383,146.2747
